time,raw_bicep_emg,raw_tricep_emg,processed_bicep_emg,processed_tricep_emg,bicep_activation,tricep_activation,net_activation,filtered_net_activation
0.0,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0005018442777206233,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0010036885554412466,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0015055328331618698,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.002007377110882493,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0025092213886031165,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0030110656663237395,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.003512909944044363,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.004014754221764986,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.004516598499485609,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.005018442777206233,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.005520287054926856,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.006022131332647479,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.006523975610368103,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.007025819888088726,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.00752766416580935,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.008029508443529973,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.008531352721250596,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.009033196998971219,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.009535041276691842,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.010036885554412466,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.010538729832133088,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.011040574109853712,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.011542418387574336,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.012044262665294958,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.012546106943015582,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.013047951220736206,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.01354979549845683,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.014051639776177452,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.014553484053898075,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.0150553283316187,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.015557172609339321,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.016059016887059945,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.016560861164780567,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.017062705442501193,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.017564549720221815,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.018066393997942437,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.018568238275663063,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.019070082553383685,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.019571926831104307,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.020073771108824932,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.020575615386545554,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.021077459664266177,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.021579303941986802,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.022081148219707424,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.022582992497428046,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.023084836775148672,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.023586681052869294,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.024088525330589916,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.02459036960831054,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
0.025092213886031164,[0.],[0.],0.0,0.0,0.0,0.0,0.0,0.0
