time,raw_bicep_emg,raw_tricep_emg,processed_bicep_emg,processed_tricep_emg,bicep_activation,tricep_activation,net_activation,filtered_net_activation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005018442777206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010036885554412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0015055328331618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0020073771108824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025092213886031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0030110656663237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0035129099440443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0040147542217649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045165984994856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0050184427772062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0055202870549268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0060221313326474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0065239756103681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0070258198880887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0075276641658093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0080295084435299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0085313527212505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0090331969989712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0095350412766918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0100368855544124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010538729832133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0110405741098537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0115424183875743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0120442626652949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0125461069430155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0130479512207362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0135497954984568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0140516397761774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014553484053898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0150553283316187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0155571726093393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0160590168870599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0165608611647805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0170627054425011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0175645497202218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0180663939979424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018568238275663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0190700825533836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0195719268311043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0200737711088249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0205756153865455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0210774596642661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0215793039419868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0220811482197074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022582992497428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0230848367751486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0235866810528692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0240885253305899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0245903696083105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0250922138860311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0255940581637517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0260959024414724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026597746719193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0270995909969136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0276014352746342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0281032795523549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0286051238300755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0291069681077961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0296088123855167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0301106566632374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030612500940958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0311143452186786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0316161894963992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0321180337741198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0326198780518405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0331217223295611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0336235666072817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0341254108850023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.034627255162723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0351290994404436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0356309437181642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0361327879958848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
