Optimizer 2,Optimizer 7,IMU to q_d,Optimizer 1,Optimizer 3,Optimizer 4,Optimizer 5
0.0,0.0,120.81665163146332,0.0,0.0,0.0,0.0
0.0,0.0,108.3147289522874,0.0,0.0,0.0,0.0
0.0,0.0,13.00774350920283,0.0,0.0,0.0,0.0
0.0,0.0,25.10768021227298,0.0,0.0,0.0,0.0
0.0,0.0,4.232967983604016,0.0,0.0,0.0,0.0
0.0,0.0,7.423013333484296,0.0,0.0,0.0,0.0
0.0,0.0,19.7134689218177,0.0,0.0,0.0,0.0
0.0,0.0,27.33135037468134,0.0,0.0,0.0,0.0
0.0,0.0,26.03141348240837,0.0,0.0,0.0,0.0
0.0,0.0,28.99556358633631,0.0,0.0,0.0,0.0
0.0,0.0,6.879544829597691,0.0,0.0,0.0,0.0
0.0,0.0,32.82973318330055,0.0,0.0,0.0,0.0
0.0,0.0,49.07286040295488,0.0,0.0,0.0,0.0
0.0,0.0,39.46297844998698,0.0,0.0,0.0,0.0
0.0,0.0,18.950489109688085,0.0,0.0,0.0,0.0
0.0,0.0,5.168227176108096,0.0,0.0,0.0,0.0
0.0,0.0,12.336727703459983,0.0,0.0,0.0,0.0
0.0,0.0,9.593118220785769,0.0,0.0,0.0,0.0
0.0,0.0,24.55747286283868,0.0,0.0,0.0,0.0
0.0,0.0,2.5293962090198696,0.0,0.0,0.0,0.0
0.0,0.0,35.35220319818973,0.0,0.0,0.0,0.0
0.0,0.0,46.137359137503225,0.0,0.0,0.0,0.0
0.0,0.0,66.87152180011914,0.0,0.0,0.0,0.0
0.0,0.0,79.59490101001492,0.0,0.0,0.0,0.0
0.0,0.0,17.55632560404696,0.0,0.0,0.0,0.0
0.0,0.0,97.01977240707257,0.0,0.0,0.0,0.0
0.0,0.0,142.17950670409445,0.0,0.0,0.0,0.0
0.0,0.0,55.27990017934031,0.0,0.0,0.0,0.0
0.0,0.0,57.34263151869398,0.0,0.0,0.0,0.0
0.0,0.0,63.34135310097884,0.0,0.0,0.0,0.0
0.0,0.0,0.9356899203000008,0.0,0.0,0.0,0.0
0.0,0.0,30.752137474849096,0.0,0.0,0.0,0.0
0.0,0.0,37.30231378090194,0.0,0.0,0.0,0.0
0.0,0.0,25.819843688717363,0.0,0.0,0.0,0.0
0.0,0.0,35.60248337496488,0.0,0.0,0.0,0.0
0.0,0.0,99.13494433338428,0.0,0.0,0.0,0.0
0.0,0.0,92.51510025814494,0.0,0.0,0.0,0.0
0.0,0.0,48.27197497705712,0.0,0.0,0.0,0.0
0.0,0.0,34.99513301730593,0.0,0.0,0.0,0.0
0.0,0.0,52.44025266356383,0.0,0.0,0.0,0.0
0.0,0.0,63.54989018928272,0.0,0.0,0.0,0.0
0.0,0.0,32.74708068572966,0.0,0.0,0.0,0.0
0.0,0.0,32.045575402540585,0.0,0.0,0.0,0.0
0.0,0.0,54.89273060326683,0.0,0.0,0.0,0.0
0.0,0.0,16.528774033644126,0.0,0.0,0.0,0.0
0.0,0.0,7.390891028138585,0.0,0.0,0.0,0.0
0.0,0.0,55.673294237532176,0.0,0.0,0.0,0.0
0.0,0.0,64.87608921951279,0.0,0.0,0.0,0.0
0.0,0.0,14.74567775220678,0.0,0.0,0.0,0.0
0.0,0.0,98.11574672349252,0.0,0.0,0.0,0.0
0.0,0.0,82.21419465760684,0.0,0.0,0.0,0.0
0.0,0.0,9.722402222219158,0.0,0.0,0.0,0.0
0.0,0.0,65.94807683796223,0.0,0.0,0.0,0.0
0.0,0.0,44.92767494692943,0.0,0.0,0.0,0.0
0.0,0.0,12.390894071372664,0.0,0.0,0.0,0.0
0.0,0.0,22.609446002309475,0.0,0.0,0.0,0.0
0.0,0.0,8.048012538593508,0.0,0.0,0.0,0.0
0.0,0.0,95.43922564210509,0.0,0.0,0.0,0.0
0.0,0.0,180.15979820261623,0.0,0.0,0.0,0.0
0.0,0.0,135.65849006084733,0.0,0.0,0.0,0.0
0.0,0.0,41.55228529557777,0.0,0.0,0.0,0.0
0.0,0.0,19.124950004455837,0.0,0.0,0.0,0.0
0.0,0.0,64.99021634919032,0.0,0.0,0.0,0.0
0.0,0.0,118.11672954135028,0.0,0.0,0.0,0.0
0.0,0.0,149.7952728961508,0.0,0.0,0.0,0.0
0.0,0.0,147.26895987496908,0.0,0.0,0.0,0.0
0.0,0.0,20.51046870552823,0.0,0.0,0.0,0.0
0.0,0.0,285.0993029580426,0.0,0.0,0.0,0.0
0.0,0.0,480.0228981526405,0.0,0.0,0.0,0.0
0.0,0.0,271.4271050946648,0.0,0.0,0.0,0.0
0.0,0.0,109.44595685733238,0.0,0.0,0.0,0.0
0.0,0.0,268.5390630844562,0.0,0.0,0.0,0.0
0.0,0.0,115.67452749160664,0.0,0.0,0.0,0.0
0.0,0.0,111.89453574642336,0.0,0.0,0.0,0.0
0.0,0.0,60.464987889310905,0.0,0.0,0.0,0.0
0.0,0.0,231.00089053275696,0.0,0.0,0.0,0.0
0.0,0.0,303.8764851479519,0.0,0.0,0.0,0.0
0.0,0.0,62.088049320232365,0.0,0.0,0.0,0.0
0.0,0.0,50.27628972669871,0.0,0.0,0.0,0.0
0.0,0.0,106.49867094594828,0.0,0.0,0.0,0.0
0.0,0.0,240.06268023237547,0.0,0.0,0.0,0.0
0.0,0.0,1473.2467831998267,0.0,0.0,0.0,0.0
0.0,0.0,2098.5488290456783,0.0,0.0,0.0,0.0
0.0,0.0,1063.0418982126948,0.0,0.0,0.0,0.0
0.0,0.0,388.45574087276816,0.0,0.0,0.0,0.0
0.0,0.0,1061.045216174624,0.0,0.0,0.0,0.0
0.0,0.0,1058.0431503894847,0.0,0.0,0.0,0.0
0.0,0.0,781.295621224308,0.0,0.0,0.0,0.0
0.0,0.0,465.37988282156704,0.0,0.0,0.0,0.0
0.0,0.0,215.8165066697987,0.0,0.0,0.0,0.0
0.0,0.0,58.20489024052657,0.0,0.0,0.0,0.0
0.0,0.0,20.998013424944908,0.0,0.0,0.0,0.0
0.0,0.0,47.71404087461496,0.0,0.0,0.0,0.0
0.0,0.0,46.14479144392902,0.0,0.0,0.0,0.0
0.0,0.0,33.49044609112662,0.0,0.0,0.0,0.0
539.1676191366465,3.048539968017374,19.627011313636704,242.6254286114909,121.31271430574546,772.300725666171,18.21512226812995
1078.0416443643758,8.374277331396101,8.882473328571571,485.2508572229818,303.28178576436363,1560.047465845665,54.02999105208816
730.3160136177914,10.7353968560646,2.20331364422982,329.397122701737,316.33945423305033,1079.704555681494,76.9341672328913
381.8410144481846,11.572637453862423,1.0845393464764506,173.54338818049217,244.9414212067716,573.9998525104494,87.36382285794316
238.19663143432143,12.46299521359031,2.138133830276043,110.41328718082733,177.67735419379952,362.93640580728135,92.701628180372
124.13324503515317,12.896263875065644,2.009466183750707,60.78104466985231,119.22919943182524,200.7308022260679,94.1329579092523
142.36219686801596,13.411328261070006,1.4338919029823354,70.97025847021935,95.0997289510222,229.91996500541768,96.28088789506738
256.71206926287374,14.540465462324835,0.8266034277153628,125.2509894592662,110.17535920514466,403.28468129197495,102.43138263279164
134.7864800361793,14.889551997468295,0.3645733563657016,72.38135665818376,91.27835793166396,238.4627076227897,104.40489873440032
424.0679635383564,12.346097751515078,0.0818875649829679,179.5965088535339,44.15907546093484,566.9041887692948,87.39448482418857
391.2464799195492,10.62693035532177,0.0543066077038963,163.64863752915056,103.90385649504113,532.2478756357514,72.15603469655787
136.70915132076604,11.774918472965645,0.0955071157648422,77.75554501019178,13.074155742425202,236.85862931081635,75.55583420081832
174.47179986514038,12.55976184493591,0.0873777352484995,97.16574933150504,42.04579679453867,314.02535869295593,80.29799816036393
32.28450158487739,12.18206595808634,0.061320101639178,4.879131449444603,23.462464121991832,21.811264937331543,77.95152911211049
141.3372011510976,11.44258943334505,0.0347630389363931,44.05124307982831,10.294389478921854,526.4560800987208,72.01088112560218
157.97035700579394,10.74622125306419,0.0149188232320423,50.84735238900028,30.57087093396284,1002.4072058269868,65.76071228960413
2.07814180565758,10.95899787449125,0.0029700603816858,23.299357741711013,3.635756596121116,1257.5421875256388,65.28826763580663
275.447510578666,12.58711663888992,0.0026587710773907,157.0316566971575,76.69795005051878,1427.421301526024,74.87174633408016
185.48174414505127,13.40509138286578,0.0042536747128859,118.05744039986756,97.37769522519112,681.1035752159864,81.20546664560352
395.54777207645816,11.020706790208092,0.0037940552934545,156.56807983541006,29.59519230510704,1.2159162565694714e-11,66.70767837038711
259.8906226836542,10.122380191304192,0.0026192691884601,89.60806794287579,59.60163012398576,2.431832513138943e-11,57.72670815946264
394.03192944351935,12.852719173412993,0.0014598034075692,226.651733264938,83.52505157048287,2.431832513138943e-11,72.79237742321483
282.4118371891316,14.210306611900805,0.0006085024097218,178.34882018103647,130.9369358757554,1.2159162565694714e-11,83.72272654787996
10.907075581990782,14.037782096979894,0.0001041138535307,42.43693569668357,86.68693578620791,1.2159162565694714e-11,84.08021218977935
34.901518087120536,14.089094724461985,0.0001279574426411,34.06100012184909,60.373967954025616,0.0,83.79679662194692
58.54482090812143,14.05643352853464,0.0001889381109372,25.68506454702921,43.02951625052498,0.0,82.89413191227456
67.40942566359628,14.863446808648003,0.0001645158197381,94.51553357501872,68.77252491277908,0.0,87.18941526171925
228.4027912184216,16.554881918962554,0.0001117498274045,183.49734844530093,126.13493667904916,0.0,98.01990411888958
48.750136827080176,16.366806948892364,6.120726900608227e-05,46.222936949993546,86.17893681451031,0.0,98.17861133332867
69.26091595988191,16.50237568675746,2.473011781379709e-05,45.95442109521836,66.06667895486794,0.0,98.31179796960764
141.78216030755945,17.999890184044492,3.467562941682099e-06,160.353311680009,113.20999531743928,0.0,107.02899035652808
598.6733747504151,14.434106188651718,6.075492272005579e-06,238.4871067809636,62.63855573178108,2.188649261825049e-11,85.50870864170676
1001.083662095662,9.186130901297927,8.371187471743553e-06,462.7982449826949,262.7184003572265,4.620481774963992e-11,47.87528793062479
375.26721662669183,8.44366629122919,7.124083649070659e-06,136.3449712306664,199.53168579394037,2.431832513138943e-12,36.02177060335284
13.88254790367354,9.243438312047685,4.762121607970874e-06,57.34019780818627,71.09574399288309,4.620481774963992e-11,39.10963854906681
55.529372344347294,9.31980244471784,2.562220297649197e-06,36.61486828322034,17.24043785480101,2.431832513138943e-11,40.53723096166557
173.7582033291203,8.631418697933643,1.0010542612474035e-06,31.26908486639045,24.254761360597044,0.0,36.82020102178316
274.5584354181084,7.37475619584257,1.05985999546922e-07,93.01992380699818,58.63734258384493,0.0,28.59279754831025
167.0692673535787,7.0106803836633,2.853258813843191e-07,31.948063500732644,45.29270304228636,0.0,25.2283213923492
34.55319523912086,7.959939822098594,3.700334016525894e-07,89.9041734590858,22.305735208444744,0.0,31.125575809211284
372.1929570459395,5.4822957550990905,3.080930652572278e-07,171.3042282348703,74.49924651320185,0.0,163.87939373464135
937.8142880794528,0.7794847546739812,2.026922749778427e-07,542.9453769166023,308.7223117149337,0.0,732.4301790881801
423.3352271508281,2.3931510465143173,1.07078970450473e-07,235.36029843285328,272.0413050739299,0.0,1085.9189499517618
254.10628814851688,0.3621910116809781,4.03417170978802e-08,189.93715469336792,41.05207519026157,0.0,711.6544676730965
39.404403489333696,0.3931798551027583,2.7174868888547998e-09,50.1131368426196,4.530530826227654,0.0,176.37370606308144
323.98429876801697,2.1806213124855303,1.3278820855093612e-08,195.8092670477964,95.63936811079527,0.0,0.0
255.85017187927627,3.7042275817971193,1.6320964469879338e-08,160.0533664284391,127.8463672696415,0.0,0.0
65.36565557315923,3.826600812074848,1.3306959525917377e-08,37.4240758528945,82.63522156127651,0.0,0.0
57.70757635429946,4.243255987979272,8.616917584272251e-09,37.73877597207175,60.1869987666644,0.0,0.0
112.98962899699062,5.187197377870234,4.467161917038897e-09,82.48365898622691,71.33532887641283,0.0,2.188649261825049e-11
79.44667018324746,5.775283550539565,1.6176002200921082e-09,62.81706091122418,67.07619489382823,0.0,4.620481774963992e-11
25.773800638937995,5.972184966169197,3.843494689761874e-11,26.9201379657663,46.99816642984226,0.0,2.431832513138943e-12
54.50037290010915,6.573521215034363,6.132692415469771e-10,53.92550942932328,50.461837929604656,0.0,4.620481774963992e-11
94.9667941573045,7.544193482450846,7.183868708556234e-10,91.04274189925636,70.75228991436485,0.0,2.431832513138943e-11
41.638644228662976,7.952391583327899,5.740246112809087e-10,52.63351538677715,61.69290265052601,4.620481774963992e-11,0.0
15.48432336560559,7.927829229679124,3.6587970489110406e-10,9.346655767979994,35.51977920934176,4.620481774963992e-11,0.0
3.19644148428835,8.215606288264235,1.860201923429295e-10,26.9532788686848,31.236529039060706,9.240963549927983e-11,0.0
27.53404996915948,8.734374277917526,6.449213645242837e-11,50.28912445348622,40.762826746250354,9.240963549927983e-11,0.0
22.968024190251622,9.182398494855704,1.685456841119473e-12,49.78918044493108,45.27600359558707,4.620481774963992e-11,0.0
11.398880733520128,9.54085093488211,2.813786823069231e-11,42.87487451669984,44.0754390561009,4.620481774963992e-11,0.0
6.36046884151807,9.889042539579988,3.155937777144424e-11,41.220934454363615,42.64818675516781,0.0,0.0
14.905960430422486,10.371548148698096,2.4731255572224796e-11,52.71387636051433,47.68103155781432,0.0,0.0
19.1125060655637,10.90591172488893,1.5516314380717758e-11,60.096405132492215,53.888718345218926,0.0,0.0
6.735337115120323,11.14198935287282,7.731172771376037e-12,37.421455423868935,45.65508688463756,0.0,0.0
11.11430812550898,11.41065830774738,2.554379532115525e-12,36.093956922621466,40.87452190358452,0.0,0.0
10.27206590068074,11.9648248713743,2.144074209494487e-13,60.24418101042096,50.55935145695653,0.0,0.0
11.127482087147468,12.204681323051648,1.283672156612507e-12,39.62430202275845,45.09182673988181,0.0,0.0
16.795786600870848,12.454231274513116,1.3838846117010225e-12,36.81602778216805,40.95392726095684,0.0,0.0
14.905819986859182,13.14528811517541,1.0642252153361237e-12,73.72514346182334,57.339535361365776,0.0,0.0
8.970766170326378,13.439113365476436,6.57193804300288e-13,48.89454723381962,53.117041297773866,0.0,0.0
41.61707064836292,13.365244937760306,3.206547531772772e-13,13.744451392553126,33.43074634523159,0.0,0.0
24.963741150242434,13.606769090056886,1.0039930451291525e-13,33.282067106670574,33.35640672574802,0.0,0.0
11.707947706320155,13.9892311579322,1.5246929417203843e-14,49.51807516920312,41.43724094743058,0.0,4.620481774963992e-11
9.520101492456917,14.381409751653177,5.82693913799241e-14,54.27828113056088,47.857761039175685,0.0,4.620481774963992e-11
45.29562389518277,14.209826683901968,6.057753151779708e-14,8.766255416139943,28.312008227657813,0.0,9.240963549927983e-11
92.64077756614998,13.401210575868188,4.574030136705596e-14,53.57332433180631,12.630658052209215,0.0,9.240963549927983e-11
63.54432655419964,13.152637549012711,2.7799834212739997e-14,19.828601683984672,16.229629868006967,0.0,4.620481774963992e-11
22.269699009044675,13.43243381822632,1.3270285352832866e-14,31.1107831134814,7.4405766227822046,0.0,4.620481774963992e-11
12.812719607105771,13.74334999449962,3.910442052613919e-15,44.4762073093288,25.95839196587555,0.0,0.0
12.148361525567914,14.036286153773062,9.112667062772557e-16,46.25870277545334,36.108547370754415,0.0,0.0
56.43095230435714,13.553323731160466,2.6332672374778724e-15,17.721868070062904,9.193339650480723,0.0,0.0
86.91673688353339,12.673066648527051,2.6472680810585347e-15,64.05566931452971,27.43116483224944,0.0,0.0
44.57269192669073,12.59430695396095,1.9635756997687378e-15,6.996924980726975,17.21404490666816,0.0,0.0
16.057109603787964,12.846005965331877,1.1744170665036957e-15,32.22311329989087,7.50453419679131,0.0,0.0
34.396294158244096,12.657353842494109,5.479088795874726e-16,3.743319936504767,5.623927066917972,0.0,0.0
44.45136758876704,12.335248647489507,1.5064439833771747e-16,13.093147926769293,3.734610429970649,0.0,0.0
36.90512817767564,12.163580646833877,5.001406670389476e-17,3.99868392473668,3.86664717753362,0.0,0.0
40.1986657190772,11.87358097607847,1.1852752997772831e-16,12.04498409202466,7.955815634779141,0.0,0.0
19.39759770468275,12.002534452018288,1.1550199064339127e-16,21.3076487904691,6.675916577889968,0.0,0.0
8.329338021034172,12.589142094881726,8.419440055635068e-17,66.65532357086366,36.66562007437681,0.0,0.0
48.68838520807252,11.88590837433732,4.9547260423280235e-17,31.320637245656776,2.6724914143600174,0.0,0.0
101.00841782972807,10.313732836195877,2.2565638648160573e-17,124.207599471437,60.76755402853848,0.0,0.0
30.345033125801866,10.395894046632296,5.725258193077338e-18,5.911246158287113,33.33940009336781,0.0,0.0
41.26627679334809,11.685260787091394,2.608774425356195e-18,119.0730320805414,42.86681599363179,0.0,0.0
15.839219038545124,12.153093720646002,5.3159587706920655e-18,76.99553503728968,59.93117551541575,0.0,0.0
28.50065402157,11.771343837195314,5.031683609750088e-18,1.7619908403894478,29.084592337468163,0.0,0.0
55.36868880257036,10.945463539302398,3.605854949297009e-18,54.89053713158667,12.902972397104245,0.0,0.0
61.63507425859622,10.058671050809124,2.087458555858745e-18,71.3390545882665,42.12101349273036,0.0,0.0
3.863278459877167,10.71027404585957,9.268565447784137e-19,53.31190524755226,5.595445877455935,0.0,0.0
67.79534374941906,12.5671582148103,2.1387985111911585e-19,180.05608101846752,92.8257634480517,0.0,0.0
9.64146062011818,12.28460443397296,1.3153586017943304e-19,28.69118776816497,60.758475608153326,0.0,0.0
102.37643010091683,10.1293216575931,2.376422703435872e-19,158.3991512398779,48.82033781595227,8.997780298614089e-11,0.0
33.00919087001106,10.087744678354367,2.188736947359117e-19,21.160947661225947,34.990642738679085,8.997780298614089e-11,0.0
48.510537841139616,11.69908031998598,1.5424962604498824e-19,144.76799952636256,54.88867839388672,1.7995560597228175e-10,0.0
10.52034194362857,11.42217024034766,8.782104969270751e-20,21.96855481313037,38.42861660359853,1.7995560597228175e-10,0.0
74.88320364870718,9.794318250210583,3.79580400824768e-20,115.74936831420877,38.66037585530511,8.997780298614089e-11,0.0
28.62759719642848,9.66421932644936,7.811413439774521e-21,19.59690476548084,29.128640310482957,8.997780298614089e-11,0.0
26.61499292731102,10.725298480715995,6.472885304507767e-21,99.36318688666394,35.11727328809049,0.0,0.0
4.651950168608071,10.91811403501572,1.0591703032531117e-20,51.89341479562449,43.50534404190248,0.0,0.0
27.007596535986664,10.3786717743474,9.507176755453911e-21,18.45802943407813,12.52365730395716,0.0,0.0
4.381986702474583,10.625409577449604,6.590691070783608e-21,32.85686808797778,22.69026269596747,0.0,0.0
21.10231998698079,11.447564939253134,3.6892762700563664e-21,91.75975487188362,57.22500878383556,405.5775411210452,0.0
47.62194378981411,10.153884681722417,1.5495501502609977e-21,72.38970900157953,7.582350108916973,2293.902330562384,0.0
114.66364582581105,7.307123287295942,2.76548298320792e-22,236.46924747286292,122.02579879084496,4017.4612032338337,0.0
25.79769118720654,7.376362608188037,3.127537922415571e-22,28.31915475308051,75.17247677182777,2326.402529740049,0.0
60.799459274255256,9.428421866288405,4.707722445422986e-22,179.47631399622486,52.15191861219855,671.949509130738,0.0
12.668540367536805,9.578011770754587,4.123882206748795e-22,64.31483631924901,58.233377465588816,1683.0911876081195,0.0
34.39380686890434,8.620333363752948,2.812727815288483e-22,51.03482686020031,3.599275302739242,1444.9875678169317,0.0
59.38867914056569,7.127867938276741,1.5474696167381882e-22,119.780593268178,58.09065898262941,1129.5428838489634,0.0350547207591347
83.61155278627113,5.005098541266744,6.303503988753248e-23,187.83293020799405,122.96179459535672,887.9337312822958,10.516530952768408
43.70396951544428,4.230692546999962,9.352706000282346e-24,90.90130637461084,106.93155048507376,626.776770030623,72.65081542916421
4.906410951195696,4.385115872945969,1.4896720656726737e-23,5.425619919636885,50.75296528276342,425.8796779307991,220.8099557078096
20.45388988257121,3.798847821270416,2.0871205373514545e-23,37.00930612636635,43.89675034726606,353.96651703271425,409.66199849384856
35.506734389514854,2.8192379441081217,1.7863820408024398e-23,77.62999965117659,61.45606461428056,300.8707747088343,553.6434501463722
36.16581804593356,1.886075003759851,1.1989805073468345e-23,76.5360024487839,72.34087720084791,242.96830115183727,612.8130418935557
36.79086835580589,0.9129682415809608,6.480598754520439e-24,67.65989473206369,77.20967622208349,197.11460551841827,596.0731357658187
35.80381111815021,0.0481756444416525,2.5542989725735423e-24,50.27548610255007,72.9940842844938,160.97691860987263,531.342990277897
36.24289715421455,1.055407432360168,2.936721548728225e-25,37.83899727574381,64.0669880457129,132.88756191577383,432.362756300002
35.129246968961304,2.0452369496051945,7.014115069933563e-25,22.8512809046283,50.69027030796825,110.3793099376042,293.79567348079445
36.53515576315271,3.1184787215948893,9.231083528150806e-25,17.098879729854342,39.84185708070533,93.11963557575392,132.05348650094967
35.468692081236625,4.167450286042183,7.728061360724807e-25,4.946658960489993,27.115037972573408,78.57047648731324,15.340834098144413
17.126423290234158,4.6039498145582725,5.104823335253538e-25,53.96683892002847,10.315527646624426,55.93270780446036,127.70148318031492
22.171821149647595,5.377110399690427,2.7095084849461018e-25,47.05303923571216,27.01195167336897,49.73422240632518,205.0259669418292
50.478829930110685,7.138240357114821,1.0305802967738039e-25,26.36256748140738,0.5238413612661432,59.08536913700392,252.66288428776195
34.125570835772926,8.13796052783671,7.997032928725976e-27,24.653364668030957,12.69869380949363,43.76630219182642,273.88984432556896
6.107135689190454,8.278967756792781,3.2713616931729207e-26,105.36540630584336,61.91872820304633,22.707529493856327,275.0543509431288
10.275343460025432,8.786755253121385,4.073739262574057e-26,94.22615520961378,83.00502858121378,21.82386961811768,264.91738858301045
